data;concorso;numero1;numero2;numero3;numero4;numero5;numero6;jolly;superstar
20121103;131;1;4;8;47;74;87;26;69
20121105;132;7;14;15;17;57;66;8;38
20121106;133;18;20;22;76;82;84;89;57
20121108;134;9;31;39;44;72;81;67;16
20121110;135;1;34;46;51;60;75;23;18
20121113;136;3;20;57;62;79;84;61;72
20121115;137;12;24;53;66;74;83;86;69
20121117;138;8;10;39;60;77;84;23;90
20121120;139;9;11;29;41;67;70;69;1
20121122;140;20;25;51;59;77;88;37;13
20121124;141;12;26;34;42;48;63;33;42
20121127;142;5;13;56;65;78;82;74;58
20121129;143;1;13;17;29;54;63;60;28
20121201;144;6;20;25;45;56;60;48;66
20121204;145;19;33;35;42;49;83;9;24
20121206;146;15;18;47;70;74;89;62;88
20121210;147;11;28;38;49;66;77;2;79
20121211;148;6;8;10;11;16;61;26;87
20121213;149;9;25;48;61;73;82;16;84
20121215;150;15;26;35;39;53;59;11;66
20121218;151;22;56;60;62;79;87;61;2
20121220;152;6;19;26;27;52;65;32;48
20121222;153;24;50;53;59;80;85;32;3
20121224;154;6;22;31;37;38;51;35;50
20121227;155;28;52;57;71;81;87;7;28
20121229;156;31;39;51;84;86;89;45;48
20130102;1;10;11;43;54;61;83;87;39
20130103;2;12;14;41;51;69;90;15;82
20130105;3;3;11;38;59;67;74;31;2
20130108;4;28;32;52;74;79;80;15;11
20130110;5;1;16;22;54;73;76;62;83
20130112;6;9;12;13;30;48;86;72;20
20130115;7;12;24;40;42;70;84;76;82
20130117;8;25;34;38;69;83;86;4;30
20130119;9;1;6;23;52;58;65;84;51
20130122;10;8;51;52;60;83;88;78;13
20130124;11;15;17;47;53;64;80;30;86
20130126;12;10;12;27;39;78;84;71;35
20130129;13;6;12;18;22;25;82;42;25
20130131;14;37;42;47;49;53;63;16;75
20130202;15;9;18;39;63;64;85;74;84
20130205;16;7;13;49;71;80;88;62;13
20130207;17;4;5;55;77;80;81;3;81
20130209;18;4;11;32;51;66;81;26;49
20130212;19;6;21;41;72;73;80;52;14
20130214;20;24;32;44;60;64;76;25;76
20130216;21;6;32;35;43;53;69;82;8
20130219;22;3;34;37;55;82;90;61;46
20130221;23;4;16;35;57;69;88;87;21
20130223;24;1;11;21;50;67;75;52;34
20130226;25;20;25;51;59;84;90;10;42
20130228;26;4;24;62;66;76;84;27;19
20130302;27;16;49;59;67;71;82;78;88
20130305;28;32;34;39;52;59;61;11;37
20130307;29;26;32;42;46;78;82;7;21
20130309;30;13;22;36;64;80;84;37;69
20130312;31;7;10;22;23;41;77;49;80
20130314;32;27;35;47;57;85;89;68;35
20130316;33;19;41;43;48;73;81;1;57
20130319;34;21;39;71;76;89;90;78;33
20130321;35;9;27;47;58;62;71;72;23
20130323;36;29;42;45;58;67;86;59;36
20130326;37;15;37;46;52;64;89;7;73
20130328;38;12;27;54;68;73;76;89;25
20130330;39;17;42;52;71;74;90;87;48
20130402;40;4;12;33;52;85;87;35;70
20130404;41;3;4;31;52;66;84;24;35
20130406;42;5;8;73;84;87;88;82;39
20130409;43;25;44;45;52;68;81;10;49
20130411;44;1;47;66;67;78;90;83;49
20130413;45;26;33;43;49;61;76;78;33
20130416;46;21;30;35;36;83;89;73;69
20130418;47;27;30;35;39;49;69;56;62
20130420;48;29;33;67;75;83;86;40;19
20130423;49;1;13;37;53;62;63;27;11
20130427;50;1;2;11;56;57;75;46;37
20130429;51;2;6;53;54;68;89;21;61
20130430;52;5;35;38;75;82;86;12;60
20130502;53;19;32;33;57;65;75;29;80
20130504;54;6;31;63;74;75;85;86;13
20130507;55;19;37;54;65;67;70;75;46
20130509;56;13;16;20;21;25;65;69;64
20130511;57;10;42;48;67;83;84;4;4
20130514;58;35;41;47;74;77;85;40;55
20130516;59;3;16;22;39;49;71;33;20
20130518;60;14;20;24;36;40;81;17;15
20130521;61;6;32;48;53;54;87;63;73
20130523;62;14;22;36;53;59;66;11;77
20130525;63;6;27;34;55;62;87;51;32
20130528;64;26;35;47;66;67;80;11;24
20130530;65;29;43;61;62;77;79;85;55
20130601;66;8;21;25;54;84;85;51;73
20130604;67;3;27;34;62;81;88;35;81
20130606;68;34;36;47;64;73;78;25;67
20130608;69;5;10;31;53;56;61;21;19
20130611;70;2;21;37;39;41;64;63;79
20130613;71;1;5;6;39;41;70;10;27
20130615;72;15;19;33;35;62;68;40;54
20130618;73;8;24;32;34;65;86;23;40
20130620;74;15;24;32;52;68;71;75;26
20130622;75;2;19;25;59;84;88;61;24
20130625;76;6;16;40;61;64;82;19;42
20130627;77;12;22;27;37;52;87;35;18
20130629;78;17;22;54;69;82;88;9;1
20130702;79;3;4;18;29;64;90;52;15
20130704;80;9;41;46;47;53;77;3;54
20130706;81;4;9;24;64;74;76;40;89
20130709;82;17;36;48;55;63;70;28;21
20130711;83;14;15;34;55;59;81;46;10
20130713;84;23;49;52;65;67;76;61;84
20130716;85;22;29;57;72;85;89;49;36
20130718;86;16;19;24;37;63;85;38;49
20130720;87;2;16;20;26;31;33;64;46
20130723;88;11;14;39;63;73;75;29;86
20130725;89;33;38;41;43;46;57;53;20
20130727;90;17;19;40;43;72;84;48;35
20130730;91;16;47;55;57;70;85;19;83
20130801;92;8;21;24;25;27;75;34;51
20130803;93;15;16;34;74;85;87;65;80
20130806;94;14;16;32;35;41;50;1;12
20130808;95;2;14;42;52;75;79;53;14
20130810;96;5;33;47;61;64;70;29;32
20130813;97;1;33;41;78;83;84;72;57
20130817;98;20;21;24;43;76;89;83;60
20130819;99;3;5;11;14;38;79;29;26
20130820;100;4;11;15;26;58;68;16;39
20130822;101;19;21;30;59;61;89;25;7
20130824;102;1;2;5;27;39;49;31;14
20130827;103;6;44;63;64;72;82;12;90
20130829;104;19;54;55;71;80;84;81;73
20130831;105;11;20;50;62;70;85;59;1
20130903;106;1;7;56;70;88;90;83;87
20130905;107;15;23;45;70;81;82;16;44
20130907;108;41;55;72;78;83;87;77;61
20130910;109;35;44;57;58;87;88;22;69
20130912;110;7;44;48;51;64;83;90;51
20130914;111;20;35;45;47;72;78;59;31
20130917;112;1;21;34;44;49;90;37;74
20130919;113;15;21;28;75;81;86;38;82
20130921;114;36;61;75;81;82;89;14;75
20130924;115;1;27;33;36;43;86;42;3
20130926;116;4;38;42;57;64;75;84;9
20130928;117;28;57;61;69;78;83;86;44
20131001;118;16;21;26;64;66;78;50;78
20131003;119;7;14;42;43;56;57;64;82
20131005;120;2;5;8;65;74;77;86;16
20131008;121;1;31;39;60;62;84;26;55
20131010;122;3;7;12;20;48;55;26;48
20131012;123;10;19;20;39;85;87;46;23
20131015;124;22;36;60;64;71;80;47;27
20131017;125;11;18;40;58;81;87;62;32
20131019;126;12;30;36;44;54;60;40;16
20131022;127;2;5;34;56;72;73;11;61
20131024;128;1;3;5;41;62;76;21;23
20131026;129;24;48;50;62;63;87;12;74
20131029;130;12;23;49;53;67;83;13;59
20131031;131;13;18;26;37;46;48;42;62
20131102;132;1;12;67;75;81;90;76;66
20131105;133;4;9;10;76;78;87;66;16
20131107;134;9;19;21;50;61;82;71;68
20131109;135;10;22;39;55;81;89;43;58
20131112;136;16;26;30;52;57;83;61;7
20131114;137;23;45;54;61;69;75;52;29
20131116;138;16;36;54;55;63;69;85;20
20131119;139;14;15;39;47;53;76;67;45
20131121;140;28;37;52;57;64;66;43;58
20131123;141;6;10;19;71;72;89;52;77
20131126;142;20;25;30;45;75;79;15;84
20131128;143;31;51;55;66;73;78;88;22
20131130;144;10;11;35;42;52;89;84;58
20131203;145;12;40;42;66;73;80;30;63
20131205;146;28;34;42;68;71;88;7;21
20131207;147;2;16;42;67;75;87;89;75
20131210;148;10;16;20;57;65;89;5;22
20131212;149;10;19;32;49;53;66;16;52
20131214;150;5;33;44;46;66;76;81;76
20131217;151;12;22;27;43;60;72;8;73
20131219;152;10;23;27;39;70;82;65;35
20131221;153;2;14;17;21;22;26;78;77
20131223;154;15;43;48;54;55;76;79;89
20131224;155;10;39;45;65;74;86;60;17
20131228;156;39;52;69;70;74;82;40;80
20131231;157;25;60;62;76;82;87;8;47
20140102;1;49;55;57;64;70;77;85;45
20140104;2;19;26;30;47;69;81;90;30
20140107;3;14;47;48;58;60;69;26;41
20140109;4;15;17;24;41;70;87;71;7
20140111;5;11;37;39;52;68;90;12;56
20140114;6;4;7;25;74;82;87;3;33
20140116;7;3;18;34;37;40;47;55;85
20140118;8;14;18;38;41;74;78;58;70
20140121;9;5;23;35;54;56;62;53;88
20140123;10;3;6;12;13;19;67;39;24
20140125;11;22;34;53;59;62;88;36;57
20140128;12;9;17;27;29;59;67;34;70
20140130;13;7;21;28;45;59;90;74;65
20140201;14;3;6;41;44;48;73;84;46
20140204;15;3;12;25;33;59;85;77;12
20140206;16;9;12;14;61;79;90;26;63
20140208;17;8;16;41;52;64;74;81;62
20140211;18;12;27;38;43;65;67;71;9
20140213;19;9;11;17;20;33;75;32;46
20140215;20;18;31;62;64;72;77;69;49
20140218;21;15;36;49;62;75;82;39;23
20140220;22;14;26;47;63;78;80;37;68
20140222;23;17;19;28;34;38;82;40;62
20140225;24;26;51;52;54;70;88;65;45
20140227;25;19;32;54;59;68;86;45;53
20140301;26;7;8;47;56;79;90;9;18
20140304;27;40;46;51;61;65;76;71;65
20140306;28;15;61;66;67;76;79;68;40
20140308;29;35;45;50;51;82;87;30;38
20140311;30;49;51;53;56;58;81;12;37
20140313;31;10;28;40;57;58;78;60;33
20140315;32;1;5;22;24;41;43;38;71
20140318;33;38;39;46;58;66;83;55;44
20140320;34;15;18;28;49;51;77;65;70
20140322;35;19;22;31;38;87;89;46;49
20140325;36;28;36;42;70;74;78;32;5
20140327;37;8;12;47;64;83;88;41;56
20140329;38;12;21;57;68;86;88;82;21
20140401;39;7;56;66;72;73;90;78;73
20140403;40;40;47;59;64;79;89;66;18
20140405;41;9;31;33;37;79;86;12;50
20140408;42;11;61;64;76;82;87;15;76
20140410;43;22;25;46;52;54;65;51;61
20140412;44;14;29;34;62;65;89;63;31
20140415;45;3;26;33;44;48;49;57;70
20140417;46;11;20;51;63;68;88;28;40
20140419;47;42;45;56;75;79;90;88;17
20140422;48;14;16;21;24;62;78;1;75
20140424;49;5;7;11;67;70;85;20;17
20140426;50;3;9;13;25;42;81;24;5
20140429;51;27;33;40;52;76;86;62;17
20140503;52;15;33;45;60;72;85;44;60
20140505;53;27;44;46;50;54;69;36;15
20140506;54;1;3;4;60;70;73;57;36
20140508;55;6;9;54;70;78;79;22;90
20140510;56;8;39;40;57;69;81;28;88
20140513;57;3;5;16;54;58;68;82;41
20140515;58;20;47;56;64;66;67;24;24
20140517;59;5;31;36;68;75;90;52;35
20140520;60;10;17;41;45;69;78;2;32
20140522;61;8;23;48;56;59;78;6;77
20140524;62;3;22;38;70;77;81;32;22
20140527;63;32;37;52;53;66;83;87;38
20140529;64;27;32;33;52;73;84;63;10
20140531;65;1;6;7;10;14;56;16;49
20140603;66;3;25;26;29;48;79;56;45
20140605;67;11;31;43;70;74;80;65;72
20140607;68;12;18;39;46;56;63;3;16
20140610;69;27;29;30;42;48;73;11;5
20140612;70;13;18;19;27;50;69;68;37
20140614;71;3;31;45;48;71;76;75;70
20140617;72;21;29;43;53;66;89;4;14
20140619;73;16;19;24;36;39;81;25;69
20140621;74;14;61;69;79;81;85;32;7
20140624;75;3;22;31;42;73;88;60;13
20140626;76;8;43;61;62;70;86;80;8
20140628;77;17;20;41;42;49;81;48;25
20140701;78;31;35;48;64;65;89;58;90
20140703;79;1;13;21;25;61;63;69;6
20140705;80;15;31;38;47;55;82;62;49
20140708;81;5;8;32;43;59;85;89;80
20140710;82;3;11;18;30;51;85;7;56
20140712;83;11;20;48;52;70;74;49;36
20140715;84;5;15;17;31;32;40;41;38
20140717;85;6;11;12;28;59;79;4;54
20140719;86;29;48;49;54;75;87;43;40
20140722;87;7;32;58;60;66;69;25;50
20140724;88;4;12;13;55;73;86;79;89
20140726;89;1;10;26;28;29;62;52;87
20140729;90;32;45;56;74;87;89;25;26
20140731;91;14;19;22;66;80;90;47;28
20140802;92;29;38;54;58;72;86;81;65
20140805;93;2;19;22;41;77;89;90;4
20140807;94;10;29;50;59;79;80;11;39
20140809;95;9;10;26;53;68;72;60;66
20140812;96;11;24;34;39;68;86;85;13
20140814;97;4;12;24;61;73;75;56;9
20140816;98;31;63;64;68;69;71;13;80
20140819;99;15;30;62;63;67;74;13;9
20140821;100;4;31;52;73;76;84;27;78
20140823;101;16;45;51;58;60;71;8;77
20140826;102;1;20;44;56;59;69;25;36
20140828;103;22;39;51;78;83;84;59;71
20140830;104;23;38;43;46;60;75;79;31
20140902;105;6;20;27;31;32;36;88;4
20140904;106;31;39;41;53;67;83;15;47
20140906;107;26;33;53;61;73;82;23;21
20140909;108;12;20;26;41;70;78;83;27
20140911;109;13;14;56;58;79;82;41;34
20140913;110;7;20;25;51;65;87;58;50
20140916;111;1;15;16;23;24;52;83;51
20140918;112;11;19;37;41;62;77;4;45
20140920;113;15;36;39;50;57;76;89;4
20140923;114;6;25;42;59;78;89;33;11
20140925;115;4;45;59;77;78;79;56;1
20140927;116;1;9;12;14;58;84;10;7
20140930;117;28;33;49;55;59;76;47;85
20141002;118;3;9;42;50;56;88;90;46
20141004;119;2;6;11;62;70;71;17;58
20141007;120;7;15;17;18;26;53;59;29
20141009;121;17;20;26;41;45;89;59;48
20141011;122;6;11;28;43;56;83;50;1
20141014;123;19;21;38;45;51;69;1;9
20141016;124;6;9;24;49;78;79;45;18
20141018;125;20;40;44;53;66;72;73;44
20141021;126;18;34;41;43;46;55;82;5
20141023;127;7;21;44;53;59;64;57;12
20141025;128;8;28;44;57;85;88;80;33
20141028;129;26;30;32;36;44;61;57;56
20141030;130;22;39;45;53;74;86;15;77
20141103;131;7;9;32;35;40;48;62;32
20141104;132;13;18;23;29;58;88;44;2
20141106;133;46;58;59;82;88;90;45;86
20141108;134;21;33;69;73;81;84;51;43
20141111;135;23;27;39;41;52;64;61;59
20141113;136;2;38;47;50;55;79;87;41
20141115;137;28;42;62;64;79;80;18;61
20141118;138;38;58;65;66;72;88;34;40
20141120;139;42;45;48;56;68;83;82;4
20141122;140;22;25;55;58;82;85;62;85
20141125;141;17;36;62;67;70;87;68;6
20141127;142;13;18;26;53;54;70;45;54
20141129;143;3;14;35;63;73;80;62;42
20141202;144;9;25;35;59;76;81;85;14
20141204;145;7;52;57;65;83;85;84;16
20141206;146;10;11;21;54;73;82;66;58
20141209;147;2;23;35;46;47;63;60;55
20141211;148;20;22;24;25;48;79;42;80
20141213;149;12;13;19;37;64;70;80;8
20141216;150;15;35;45;69;82;84;76;29
20141218;151;19;28;48;52;82;89;11;37
20141220;152;1;13;24;26;29;77;60;6
20141223;153;18;22;55;58;62;89;51;10
20141224;154;33;46;53;58;73;85;80;26
20141227;155;15;25;31;39;82;88;74;4
20141230;156;5;24;51;76;77;79;8;63
20150103;1;14;26;31;40;58;68;76;45
20150105;2;16;37;48;68;84;90;11;12
20150107;3;9;16;19;26;28;46;71;16
20150108;4;6;9;29;41;50;90;13;32
20150110;5;2;13;22;37;48;90;8;78
20150113;6;9;10;36;67;76;83;72;76
20150115;7;2;5;7;12;23;42;9;9
20150117;8;18;22;31;54;71;80;52;43
20150120;9;2;11;15;39;84;87;52;1
20150122;10;11;12;44;57;77;89;76;41
20150124;11;22;23;24;59;63;81;44;82
20150127;12;5;10;47;59;66;73;53;21
20150129;13;27;29;58;64;67;80;54;73
20150131;14;8;44;54;58;59;86;73;50
20150203;15;12;29;43;56;60;75;10;59
20150205;16;7;8;10;45;49;53;20;49
20150207;17;24;27;38;40;56;81;66;3
20150210;18;30;59;72;74;77;78;9;27
20150212;19;25;32;44;56;77;87;28;44
20150214;20;13;31;32;57;60;79;90;10
20150217;21;20;27;40;60;61;66;11;69
20150219;22;23;35;44;49;66;84;2;75
20150221;23;5;16;33;48;57;87;79;5
20150224;24;6;29;56;72;82;83;76;24
20150226;25;17;41;44;57;73;86;24;68
20150228;26;5;10;34;48;56;87;23;40
20150303;27;16;26;48;61;63;87;81;17
20150305;28;35;44;62;74;82;90;68;19
20150307;29;26;36;56;68;73;81;62;5
20150310;30;9;19;68;70;71;81;39;37
20150312;31;7;36;38;63;73;90;78;67
20150314;32;28;30;39;46;68;89;5;3
20150317;33;10;13;21;36;66;69;73;46
20150319;34;5;7;20;38;57;85;23;8
20150321;35;4;7;9;19;55;58;83;40
20150324;36;8;17;29;32;65;90;81;37
20150326;37;10;21;40;46;79;84;35;62
20150328;38;5;22;60;71;74;81;88;31
20150331;39;3;15;23;33;46;78;54;5
20150402;40;33;36;61;66;83;85;20;81
20150404;41;11;38;44;48;56;83;28;90
20150407;42;4;18;20;68;72;77;21;41
20150409;43;7;25;30;44;47;68;53;4
20150411;44;26;54;55;73;86;90;3;19
20150414;45;36;45;56;79;81;90;52;44
20150416;46;37;38;43;69;79;86;72;53
20150418;47;10;11;18;36;47;85;48;6
20150421;48;4;17;52;59;67;84;88;13
20150423;49;8;13;27;34;47;83;6;22
20150427;50;8;26;39;56;78;85;49;3
20150428;51;10;41;59;61;65;71;8;37
20150430;52;18;28;31;33;55;78;81;8
20150502;53;6;34;45;46;59;73;35;56
20150505;54;7;31;33;78;86;87;72;88
20150507;55;12;32;43;46;58;77;18;1
20150509;56;31;40;52;55;62;76;17;44
20150512;57;10;19;48;78;85;90;22;42
20150514;58;19;25;42;51;55;56;24;75
20150516;59;3;32;39;65;75;76;51;57
20150519;60;6;20;43;44;46;67;85;52
20150521;61;17;21;23;51;65;87;53;48
20150523;62;4;24;29;31;39;71;19;14
20150526;63;6;9;21;69;77;78;90;80
20150528;64;6;33;57;61;80;83;53;18
20150530;65;13;33;39;56;65;86;52;75
20150603;66;3;28;37;42;67;86;1;79
20150604;67;14;17;23;45;87;88;46;14
20150606;68;16;24;34;40;41;57;13;89
20150609;69;15;21;58;80;82;86;49;64
20150611;70;26;48;52;61;75;79;82;73
20150613;71;19;35;36;38;45;80;17;5
20150616;72;6;28;55;57;78;83;67;16
20150618;73;18;21;28;62;84;90;41;48
20150620;74;6;11;21;65;66;85;23;18
20150623;75;20;24;26;33;42;80;29;34
20150625;76;18;46;63;68;73;79;28;59
20150627;77;17;22;45;48;53;61;26;65
20150630;78;4;11;16;25;34;59;75;84
20150702;79;8;17;30;61;78;88;56;15
20150704;80;8;30;38;51;62;66;14;2
20150707;81;19;25;31;78;83;88;18;86
20150709;82;8;54;59;66;86;89;15;4
20150711;83;8;30;34;39;42;58;80;1
20150714;84;12;17;32;47;74;86;8;23
20150716;85;22;27;29;49;69;87;73;86
20150718;86;22;42;47;62;70;72;90;68
20150721;87;1;21;63;70;79;84;25;24
20150723;88;33;41;44;48;68;75;56;8
20150725;89;2;20;21;40;45;65;15;19
20150728;90;4;26;34;66;67;81;88;26
20150730;91;13;18;25;26;35;61;60;56
20150801;92;2;26;34;58;80;81;23;42
20150804;93;34;53;77;78;83;89;87;83
20150806;94;2;27;36;39;53;79;72;44
20150808;95;3;7;17;26;55;72;41;89
20150811;96;17;25;32;42;71;85;60;45
20150813;97;4;17;34;41;66;78;30;64
20150817;98;1;4;50;70;71;76;84;10
20150818;99;20;30;45;50;76;86;3;1
20150820;100;4;14;31;68;70;74;73;10
20150822;101;6;7;9;14;17;35;27;87
20150825;102;3;18;19;65;81;88;70;74
20150827;103;2;4;12;40;50;80;13;89
20150829;104;7;28;44;55;57;78;14;77
20150901;105;13;30;38;48;50;77;29;64
20150903;106;13;18;19;49;78;87;45;22
20150905;107;24;30;36;42;71;86;32;26
20150908;108;41;50;54;60;75;88;62;26
20150910;109;10;14;15;34;75;88;1;79
20150912;110;11;24;46;48;68;82;5;69
20150915;111;9;17;20;32;35;56;24;19
20150917;112;8;9;42;71;78;79;62;21
20150919;113;9;32;40;49;52;60;5;89
20150922;114;10;26;50;55;62;81;27;65
20150924;115;1;32;36;61;78;80;79;85
20150926;116;1;37;69;74;77;89;28;35
20150929;117;17;25;41;45;57;82;22;38
20151001;118;2;17;21;49;69;74;79;6
20151003;119;2;4;14;31;43;61;11;42
20151006;120;8;11;17;27;62;84;41;20
20151008;121;23;32;33;55;84;90;2;5
20151010;122;32;41;45;47;78;90;59;1
20151013;123;35;36;63;71;75;89;15;90
20151015;124;7;9;16;24;32;40;17;40
20151017;125;4;6;61;63;65;72;9;9
20151020;126;18;34;58;60;64;88;5;80
20151022;127;1;6;32;50;51;81;4;27
20151024;128;9;14;33;38;46;87;2;79
20151027;129;13;15;48;50;74;83;84;50
20151029;130;4;16;40;57;71;84;62;84
20151031;131;6;25;26;52;86;88;61;80
20151103;132;30;41;47;71;79;86;83;78
20151105;133;17;21;29;33;43;62;85;75
20151107;134;2;19;22;46;51;54;83;10
20151110;135;8;31;33;38;66;77;3;61
20151112;136;19;22;31;41;54;87;38;47
20151114;137;19;56;73;84;85;86;2;80
20151117;138;27;29;39;54;59;74;79;25
20151119;139;25;28;44;52;87;89;10;9
20151121;140;13;25;33;53;75;83;38;59
20151124;141;52;54;70;80;82;84;66;82
20151126;142;12;36;45;67;77;88;11;6
20151128;143;20;23;28;51;65;81;87;68
20151201;144;31;39;55;58;85;87;86;70
20151203;145;38;46;53;65;77;84;80;63
20151205;146;1;28;34;42;49;77;65;42
20151209;147;21;54;62;63;82;83;37;25
20151210;148;1;19;20;56;60;83;63;46
20151212;149;18;20;46;47;55;66;75;38
20151215;150;5;30;36;63;84;85;37;48
20151217;151;11;44;56;81;83;87;9;6
20151219;152;7;22;46;50;55;73;14;64
20151222;153;18;22;23;57;60;69;14;6
20151224;154;6;8;24;28;36;63;79;73
20151228;155;5;38;48;52;81;88;65;2
20151229;156;15;20;57;72;76;89;30;22
20151231;157;15;26;29;77;81;90;37;48
20160102;1;1;17;39;41;56;65;18;42
20160105;2;7;20;40;56;60;90;76;51
20160107;3;10;38;61;62;74;86;69;70
20160109;4;20;26;36;50;51;74;83;60
20160112;5;3;9;28;42;50;79;87;27
20160114;6;5;8;17;41;46;87;30;57
20160116;7;11;17;48;52;70;90;29;43
20160119;8;13;18;35;43;51;66;72;27
20160121;9;2;12;32;57;61;81;54;75
20160123;10;4;5;8;14;32;49;18;1
20160126;11;24;45;50;60;63;87;71;80
20160128;12;2;6;15;39;80;83;47;48
20160130;13;13;24;51;68;77;81;76;69
20160202;14;19;38;40;56;65;80;35;1
20160204;15;7;21;31;39;46;69;77;50
20160206;16;10;24;36;63;77;89;81;39
20160209;17;11;26;46;56;58;78;60;71
20160211;18;17;27;45;53;71;74;21;59
20160213;19;2;30;49;66;74;80;33;29
20160216;20;2;10;27;34;38;40;72;46
20160218;21;12;26;30;51;57;89;54;53
20160220;22;29;32;33;49;54;85;16;44
20160223;23;2;14;58;74;80;82;86;10
20160225;24;14;33;52;67;71;81;80;35
20160227;25;19;22;28;48;49;85;78;52
20160301;26;15;20;25;30;45;55;73;24
20160303;27;8;16;29;49;56;62;44;13
20160305;28;6;8;68;77;80;86;27;39
20160308;29;8;27;32;51;52;89;49;24
20160310;30;9;16;18;22;65;71;84;50
20160312;31;29;37;52;67;80;82;68;81
20160315;32;2;4;17;19;38;56;80;23
20160317;33;1;12;65;67;76;86;89;8
20160319;34;18;41;51;56;72;76;68;61
20160322;35;17;31;32;43;59;71;2;50
20160324;36;14;24;26;57;67;89;28;5
20160326;37;28;43;67;68;72;79;18;60
20160329;38;29;55;65;71;73;77;5;2
20160331;39;17;28;63;78;84;88;34;39
20160402;40;2;24;65;75;81;88;6;79
20160405;41;12;23;28;32;42;85;31;62
20160407;42;38;42;45;59;66;87;5;26
20160409;43;2;5;12;33;54;59;18;89
20160412;44;34;50;55;72;79;89;1;3
20160414;45;1;2;6;42;67;83;80;11
20160416;46;8;12;23;58;86;89;62;36
20160419;47;14;30;61;86;88;90;89;60
20160421;48;1;15;30;50;54;62;71;82
20160423;49;10;11;15;33;79;83;27;27
20160426;50;38;49;51;59;77;90;35;10
20160428;51;10;11;24;30;48;63;7;41
20160430;52;22;38;47;51;61;85;87;48
20160503;53;14;29;58;72;75;85;71;77
20160505;54;7;20;25;32;75;90;12;84
20160507;55;3;32;34;36;82;87;12;1
20160510;56;25;26;49;54;55;66;16;50
20160512;57;10;25;52;54;59;84;42;52
20160514;58;11;19;56;72;73;75;90;68
20160517;59;1;10;19;44;68;74;56;81
20160519;60;15;39;54;62;71;74;60;30
20160521;61;9;11;20;35;66;68;90;68
20160524;62;14;16;45;47;48;86;23;45
20160526;63;1;32;34;58;64;86;52;58
20160528;64;3;5;12;17;44;51;18;39
20160531;65;8;18;33;41;62;71;1;42
20160604;66;8;10;18;64;85;87;3;40
20160606;67;3;54;56;57;75;90;1;62
20160607;68;24;29;45;63;65;70;8;59
20160609;69;9;14;61;76;80;83;44;52
20160611;70;27;30;34;40;52;68;50;51
20160614;71;25;31;33;42;58;86;3;43
20160616;72;18;19;29;47;59;68;21;53
20160618;73;24;25;45;51;52;63;19;5
20160621;74;4;30;31;45;49;85;11;67
20160623;75;17;18;25;43;66;87;1;57
20160625;76;11;14;44;54;85;87;35;46
20160628;77;5;23;44;59;60;83;50;42
20160630;78;30;31;32;34;50;51;75;24
20160702;79;8;9;22;43;50;56;20;39
20160705;80;22;26;43;50;59;65;20;35
20160707;81;1;4;32;59;70;86;89;40
20160709;82;12;34;44;45;53;68;81;82
20160712;83;1;41;59;63;81;85;74;30
20160714;84;38;56;61;67;72;82;87;60
20160716;85;26;37;43;67;75;78;10;67
20160719;86;4;10;28;29;48;52;3;80
20160721;87;19;27;35;56;60;89;47;45
20160723;88;1;30;42;61;76;88;71;52
20160726;89;4;13;15;18;72;76;69;8
20160728;90;29;37;38;61;63;85;59;48
20160730;91;15;22;26;45;48;82;64;70
20160802;92;34;54;57;84;89;90;44;48
20160804;93;25;37;40;61;65;77;23;32
20160806;94;23;34;58;61;71;77;53;18
20160809;95;12;27;34;76;77;85;78;52
20160811;96;31;65;78;85;89;90;34;80
20160813;97;2;25;43;72;87;89;74;47
20160816;98;9;12;18;63;64;73;88;76
20160818;99;8;39;59;65;82;83;41;60
20160820;100;10;29;35;44;49;65;50;57
20160823;101;4;28;48;67;68;84;2;23
20160825;102;16;28;40;43;57;61;8;5
20160827;103;1;32;37;54;66;81;90;47
20160830;104;6;9;17;47;66;86;21;49
20160901;105;4;18;43;60;69;85;87;63
20160903;106;4;29;35;46;82;85;13;41
20160906;107;7;30;34;61;84;88;25;27
20160908;108;6;12;47;51;60;79;54;67
20160910;109;9;13;16;49;64;65;58;81
20160913;110;9;22;48;66;68;83;62;48
20160915;111;14;18;30;48;53;86;71;31
20160917;112;2;4;10;59;68;88;58;31
20160920;113;45;46;48;52;77;78;21;36
20160922;114;4;11;34;49;55;83;85;14
20160924;115;3;16;22;31;45;56;37;12
20160927;116;36;41;55;81;83;85;51;7
20160929;117;11;40;41;44;67;70;68;90
20161001;118;18;19;57;74;80;82;29;89
20161004;119;47;49;67;80;84;85;21;26
20161006;120;2;12;26;52;59;80;16;4
20161008;121;18;25;37;47;62;87;74;51
20161011;122;11;12;17;53;71;76;90;62
20161013;123;4;34;39;60;61;77;85;58
20161015;124;4;7;36;72;78;81;20;40
20161018;125;24;44;48;61;73;87;88;24
20161020;126;2;43;65;66;67;90;44;27
20161022;127;1;6;45;48;64;78;33;32
20161025;128;4;40;54;65;83;85;73;82
20161027;129;3;12;23;71;76;83;56;35
20161029;130;1;7;13;17;40;49;80;46
20161031;131;3;14;18;25;47;75;72;13
20161103;132;21;35;56;66;68;79;15;77
20161105;133;21;22;26;35;47;85;18;83
20161108;134;31;32;60;75;81;84;62;24
20161110;135;26;41;50;55;69;86;47;50
20161112;136;9;12;20;22;75;90;77;44
20161115;137;9;18;25;31;78;81;33;85
20161117;138;2;20;23;41;44;59;29;38
